2.509816672085635192e-01,5.206931906274225863e-01
2.542830703048796215e-01,5.454750056265473823e-01
2.600605257234324119e-01,5.697816899647401012e-01
2.682390015756696000e-01,5.934131886268723122e-01
2.787434659730386732e-01,6.160944259671408130e-01
2.914488657679513706e-01,6.376253469704167287e-01
3.062301478128203192e-01,6.577808897446797420e-01
3.229622589600579241e-01,6.763359923979093136e-01
3.414701248030412861e-01,6.931656205456500075e-01
3.615536603056298537e-01,7.080447122958812844e-01
3.830377910612009495e-01,7.208482332641474866e-01
4.056724107745791619e-01,7.314261421891019577e-01
4.292574344096239392e-01,7.397034184400708146e-01
4.535677663006777438e-01,7.456050413863812842e-01
4.783282895230472898e-01,7.490309835204680411e-01
5.033139084110748174e-01,7.499562379654405309e-01
5.282745166695844707e-01,7.484058115981893078e-01
5.529349973738838520e-01,7.443546975418238176e-01
5.770702548583147573e-01,7.378779164270172775e-01
6.004551934572194272e-01,7.290254820075519060e-01
6.228397068754220056e-01,7.178724149141013644e-01
6.439736888177475249e-01,7.045437495311208664e-01
6.636820648775728637e-01,6.891645202430667361e-01
6.817647500187579146e-01,6.719097751881766278e-01
6.980466698346795562e-01,6.529295556277974200e-01
7.123277392891979032e-01,6.323989097001674331e-01
7.245079158642423467e-01,6.105679061741977609e-01
7.344371357827076396e-01,5.876366000650179444e-01
7.420153565265236173e-01,5.638050463877566365e-01
7.471925568366554193e-01,5.393483207882165953e-01
7.498937048245503112e-01,5.145164920353098026e-01
7.500937898606906407e-01,4.895096151441646892e-01
7.478178225745940599e-01,4.646277726374752337e-01
7.430658029662605690e-01,4.400960264072617534e-01
7.358627416652075981e-01,4.161394383455450097e-01
7.263336918190229641e-01,3.930330840981268725e-01
7.145286746867419714e-01,3.710020255570281034e-01
7.005727434159517708e-01,3.502463177373777992e-01
6.846409724132757058e-01,3.309910225311960552e-01
6.668584148263011491e-01,3.134361949536121905e-01
6.474001450616510001e-01,2.977318762659730833e-01
6.264662481554660323e-01,2.840531146065168322e-01
6.042818197734037833e-01,2.725249443596988730e-01
5.810719555811217907e-01,2.632723999099750856e-01
5.570367406147612721e-01,2.563955087649103515e-01
5.324262811694969733e-01,2.519192778013952250e-01
5.075156941700221802e-01,2.499437345269948096e-01
4.825300752819948746e-01,2.504688789417088834e-01
4.576945201710725941e-01,2.534947110455374464e-01
4.333091563914664990e-01,2.589462102078070593e-01
4.095740689793160305e-01,2.668483833054089427e-01
3.867643748593151409e-01,2.770511890769962182e-01
3.650801590676037156e-01,2.894796068918952248e-01
3.447465172698397362e-01,3.040336092425417469e-01
3.259635345021635322e-01,3.205131411138062436e-01
3.089312958007152110e-01,3.388181749981244995e-01
2.937998649426006859e-01,3.587236490034759751e-01
2.807193057049245377e-01,3.800295081147315734e-01
2.698396818647924578e-01,4.025356973167619756e-01
2.612860465697922630e-01,4.260171547175473084e-01
2.550834104494409393e-01,4.502238115481755898e-01
2.513568266513267480e-01,4.749556127935181671e-01
2.501062951754494668e-01,4.999124759308808397e-01
1.725733436710563673e-03,5.414739053239638888e-01
8.378560888377628579e-03,5.910125284453224825e-01
1.993347172548332047e-02,6.396509039985995848e-01
3.626541280044015547e-02,6.869139013228637847e-01
5.727434159517796886e-02,7.322763760034007863e-01
8.268514118500358556e-02,7.753382180099526177e-01
1.122727159042592460e-01,8.156242966815872020e-01
1.457369381987344559e-01,8.527845157418290079e-01
1.827276592551834167e-01,8.863937582835277329e-01
2.229197408898780930e-01,9.161519417839902868e-01
2.658629917715028546e-01,9.417589837205229131e-01
3.111322311982592792e-01,9.629398084473230757e-01
3.583272890978664860e-01,9.794943609492607894e-01
4.069229422504564431e-01,9.912725999649902864e-01
4.564439886951953129e-01,9.981244842331640221e-01
5.064152264712501461e-01,1.000000000000000000e+00
5.563114323587524668e-01,9.968991472654977759e-01
6.056574043968686594e-01,9.888219260296580160e-01
6.539529299952479002e-01,9.758433569231537152e-01
7.006977965635393657e-01,9.581134812073317519e-01
7.454418127704273145e-01,9.358323538973216671e-01
7.877347872845960053e-01,9.091750231313608932e-01
8.271765500337643351e-01,8.784165645552524104e-01
8.633419203161344369e-01,8.438820675685811956e-01
8.958557386889428598e-01,8.059216284478230019e-01
9.244428882274967618e-01,7.649103503463452469e-01
9.487782307480679966e-01,7.212233364175146821e-01
9.686366705849985825e-01,6.753607241991546051e-01
9.838181227021481901e-01,6.277226237215232096e-01
9.941725233224120162e-01,5.788091725224435713e-01
9.995748192982015778e-01,5.290955012628473231e-01
1.000000000000000000e+00,4.791067543574480947e-01
9.954230547982890753e-01,4.293430693440694057e-01
9.858940049521044413e-01,3.802545700067518908e-01
9.715128929795161516e-01,3.323664007602089576e-01
9.524297826576294534e-01,2.861536922653729054e-01
9.288447590225846762e-01,2.420915751831752560e-01
9.009579071105217052e-01,2.006051664207656460e-01
8.690693544756521449e-01,1.620945760084022691e-01
8.335042393017032536e-01,1.269599139763434303e-01
7.945876997724031776e-01,9.555127660106521592e-02
7.527449165895504501e-01,6.819375328215249166e-02
7.083760598254257301e-01,4.513741278851679528e-02
6.619313208113447589e-01,2.663232388906955350e-02
6.138608908786232776e-01,1.285353472204853187e-02
5.646649826176123321e-01,3.951086548800941678e-03
5.148187979891453159e-01,0.000000000000000000e+00
4.648225495835730525e-01,1.025281952536927221e-03
4.152014606207637959e-01,7.051939283302943728e-03
3.664057224320335093e-01,1.800495136162438836e-02
3.189605582372508907e-01,3.375928380304582532e-02
2.733161593677312373e-01,5.418990222311137472e-02
2.299477277843083867e-01,7.907174472980060820e-02
1.892804441887802058e-01,1.081297356773112117e-01
1.517144786534277978e-01,1.411388131736226459e-01
1.176249906210139473e-01,1.777238740653679372e-01
8.736212890478456394e-02,2.175098151991797790e-01
6.122602105895003088e-02,2.601215334216908648e-01
3.949178400820352319e-02,3.051589187026433336e-01
2.233449215916771813e-02,3.521218335042137770e-01
9.979241177500486337e-03,4.005601540423615603e-01
2.501062951754562391e-03,4.499737427792642741e-01
0.000000000000000000e+00,4.999124759308808397e-01
