5.971944521278697016e-01,8.704424497577250008e-01
8.456632552258267488e-01,1.276828977678926558e-01
5.130596277709725817e-02,4.736730478989594761e-01
8.736001896708420755e-01,2.768925252204306187e-01
3.938198917295610002e-01,9.145841607752800417e-01
2.920930967716445226e-02,5.777504170307411480e-01
9.393922630102342630e-01,3.225355469060291469e-01
8.976488718536372868e-01,1.505917864802605588e-01
1.585332121547400330e-02,4.607068075303837329e-01
4.099656221598766970e-01,1.866709031694391285e-03
6.909866835262969964e-01,1.147827468424816866e-02
2.301339550322045735e-02,3.754309317658273693e-01
4.805223851108388899e-01,8.631821431408372991e-01
7.561623266289958512e-01,8.106442132020018621e-01
0.000000000000000000e+00,2.914925728810866534e-01
7.918915715019558821e-01,7.727063309238224598e-01
4.124550519619074596e-02,3.337834617523235403e-01
8.478286640060062052e-02,1.701405989355787018e-01
3.413759039001066919e-01,9.491619667964096285e-01
8.788872643932510442e-02,4.837087933910557136e-01
1.000000000000000000e+00,3.736754309317658618e-01
1.799976291144742557e-01,1.625148939550401517e-01
4.812739558224997105e-01,1.000000000000000000e+00
9.728217489232227067e-01,4.084534117086345839e-01
3.094321729165843138e-01,1.106759869727539924e-01
5.637104358477891264e-01,9.234887600285963671e-01
9.644920377761093677e-01,4.804781952498213271e-01
3.426877938910182775e-01,9.697275399157996301e-01
4.331220610898170453e-01,8.730002383032806623e-01
7.599715493736910465e-01,8.586384939232664104e-01
4.852278025842652331e-01,9.382159027722616340e-01
2.362508396886237039e-01,5.050440861069188658e-02
7.645710672936341101e-01,9.033124156009215699e-01
5.150638163354012145e-01,9.593375168798157215e-01
8.570830205081598763e-01,1.435300659305743243e-01
1.448215908641877769e-01,8.167606640718088062e-01
3.944363219662549991e-02,4.284303757248392186e-01
8.657051408701149642e-01,1.320359043609500849e-01
1.796894139961275338e-01,3.728651997775839222e-02
5.062891690046231741e-01,4.283898641671302077e-02
9.152329395029042969e-01,4.238454206052904016e-01
2.593590706128738876e-01,8.692032726983875968e-01
2.780969692180029207e-01,8.283819207244420557e-01
9.518394120203896858e-01,6.886726507268250419e-01
9.265578693642074759e-01,6.275081420287553780e-01
5.546291539890146893e-02,4.654349829215982948e-01
6.015726873987431444e-02,5.860672015251410238e-01
2.736792191883669068e-01,0.000000000000000000e+00
3.815624135614651968e-01,9.411390896814679774e-01
9.654799067451693695e-01,7.251092223369608458e-01
5.971944521278697016e-01,8.704424497577250008e-01
8.456632552258267488e-01,1.276828977678926558e-01
5.130596277709725817e-02,4.736730478989594761e-01
8.736001896708420755e-01,2.768925252204306187e-01
3.938198917295610002e-01,9.145841607752800417e-01
2.920930967716445226e-02,5.777504170307411480e-01
9.393922630102342630e-01,3.225355469060291469e-01
8.976488718536372868e-01,1.505917864802605588e-01
1.585332121547400330e-02,4.607068075303837329e-01
4.099656221598766970e-01,1.866709031694391285e-03
6.909866835262969964e-01,1.147827468424816866e-02
2.301339550322045735e-02,3.754309317658273693e-01
4.805223851108388899e-01,8.631821431408372991e-01
7.561623266289958512e-01,8.106442132020018621e-01
0.000000000000000000e+00,2.914925728810866534e-01
7.918915715019558821e-01,7.727063309238224598e-01
4.124550519619074596e-02,3.337834617523235403e-01
8.478286640060062052e-02,1.701405989355787018e-01
3.413759039001066919e-01,9.491619667964096285e-01
8.788872643932510442e-02,4.837087933910557136e-01
1.000000000000000000e+00,3.736754309317658618e-01
1.799976291144742557e-01,1.625148939550401517e-01
4.812739558224997105e-01,1.000000000000000000e+00
9.728217489232227067e-01,4.084534117086345839e-01
3.094321729165843138e-01,1.106759869727539924e-01
5.637104358477891264e-01,9.234887600285963671e-01
9.644920377761093677e-01,4.804781952498213271e-01
3.426877938910182775e-01,9.697275399157996301e-01
4.331220610898170453e-01,8.730002383032806623e-01
7.599715493736910465e-01,8.586384939232664104e-01
4.852278025842652331e-01,9.382159027722616340e-01
2.362508396886237039e-01,5.050440861069188658e-02
7.645710672936341101e-01,9.033124156009215699e-01
5.150638163354012145e-01,9.593375168798157215e-01
8.570830205081598763e-01,1.435300659305743243e-01
1.448215908641877769e-01,8.167606640718088062e-01
3.944363219662549991e-02,4.284303757248392186e-01
8.657051408701149642e-01,1.320359043609500849e-01
1.796894139961275338e-01,3.728651997775839222e-02
5.062891690046231741e-01,4.283898641671302077e-02
9.152329395029042969e-01,4.238454206052904016e-01
2.593590706128738876e-01,8.692032726983875968e-01
2.780969692180029207e-01,8.283819207244420557e-01
9.518394120203896858e-01,6.886726507268250419e-01
9.265578693642074759e-01,6.275081420287553780e-01
5.546291539890146893e-02,4.654349829215982948e-01
6.015726873987431444e-02,5.860672015251410238e-01
2.736792191883669068e-01,0.000000000000000000e+00
3.815624135614651968e-01,9.411390896814679774e-01
9.654799067451693695e-01,7.251092223369608458e-01
